,id,symbol_id,candle_type,open_price,high_price,low_price,close_price,volume,vtt,atp,total_buy_quantity,total_sell_quantity,lower_circuit,upper_circuit,bids,asks,date,created_at,modified_at,stoch,stoch_signal
128,707245,585,M5,218.5,223.1,218.5,219.9,1694156,,,,,,,{},{},2019-10-30 13:40:00.000000,2019-11-01 16:56:54.848683,2019-11-01 10:03:16.770507,65.40540540540553,65.97429597429606
129,707246,585,M5,220.1,220.6,218.75,219.05,389020,,,,,,,{},{},2019-10-30 13:45:00.000000,2019-11-01 16:56:54.853307,2019-11-01 10:03:16.770565,56.2162162162164,67.03626703626718
130,707247,585,M5,219.2,219.65,217.25,217.6,548060,,,,,,,{},{},2019-10-30 13:50:00.000000,2019-11-01 16:56:54.857751,2019-11-01 10:03:16.770627,40.54054054054054,54.05405405405414
131,707248,585,M5,217.8,218.7,217.1,218.0,388208,,,,,,,{},{},2019-10-30 13:55:00.000000,2019-11-01 16:56:54.862068,2019-11-01 10:03:16.770685,44.86486486486493,47.20720720720727
132,707249,585,M5,218.0,219.85,218.0,218.85,436138,,,,,,,{},{},2019-10-30 14:00:00.000000,2019-11-01 16:56:54.866707,2019-11-01 10:03:16.770743,54.054054054054056,46.48648648648649
133,707250,585,M5,218.8,218.8,218.0,218.4,138351,,,,,,,{},{},2019-10-30 14:05:00.000000,2019-11-01 16:56:54.871092,2019-11-01 10:03:16.770801,49.189189189189314,49.369369369369416
134,707251,585,M5,218.3,219.3,217.5,218.7,333548,,,,,,,{},{},2019-10-30 14:10:00.000000,2019-11-01 16:56:54.877229,2019-11-01 10:03:16.770860,52.43243243243237,51.891891891891895
135,707252,585,M5,218.7,218.95,218.05,218.5,202964,,,,,,,{},{},2019-10-30 14:15:00.000000,2019-11-01 16:56:54.883107,2019-11-01 10:03:16.770921,50.27027027027033,50.63063063063064
136,707253,585,M5,218.5,219.35,217.5,217.5,276632,,,,,,,{},{},2019-10-30 14:20:00.000000,2019-11-01 16:56:54.887894,2019-11-01 10:03:16.770979,39.459459459459524,47.387387387387385
137,707254,585,M5,217.6,217.85,215.6,216.6,772087,,,,,,,{},{},2019-10-30 14:25:00.000000,2019-11-01 16:56:54.892874,2019-11-01 10:03:16.771037,16.666666666666483,35.46546546546543
138,707255,585,M5,216.55,216.8,214.05,214.65,1015881,,,,,,,{},{},2019-10-30 14:30:00.000000,2019-11-01 16:56:54.898007,2019-11-01 10:03:16.771095,6.629834254143596,20.918653460089846
139,707256,585,M5,214.8,216.55,213.45,215.3,792960,,,,,,,{},{},2019-10-30 14:35:00.000000,2019-11-01 16:56:54.902592,2019-11-01 10:03:16.771152,19.170984455958774,14.155828458922931
140,707257,585,M5,215.3,217.15,215.05,216.65,502729,,,,,,,{},{},2019-10-30 14:40:00.000000,2019-11-01 16:56:54.907135,2019-11-01 10:03:16.771213,33.16062176165819,19.65381349058683
141,707258,585,M5,216.7,216.8,215.2,215.9,278277,,,,,,,{},{},2019-10-30 14:45:00.000000,2019-11-01 16:56:54.911614,2019-11-01 10:03:16.771272,25.38860103626959,25.906735751295496
142,707259,585,M5,215.8,216.0,214.25,215.2,391106,,,,,,,{},{},2019-10-30 14:50:00.000000,2019-11-01 16:56:54.917053,2019-11-01 10:03:16.771388,24.475524475524455,27.674915757817388
143,707260,585,M5,215.1,216.75,214.8,215.65,421019,,,,,,,{},{},2019-10-30 14:55:00.000000,2019-11-01 16:56:54.921821,2019-11-01 10:03:16.771461,34.375000000000234,28.0797085039314
144,707261,585,M5,216.0,216.25,214.85,215.5,339115,,,,,,,{},{},2019-10-30 15:00:00.000000,2019-11-01 16:56:54.926672,2019-11-01 10:03:16.771520,32.03125000000015,30.293924825174923
145,707262,585,M5,215.5,216.0,215.1,215.65,287530,,,,,,,{},{},2019-10-30 15:05:00.000000,2019-11-01 16:56:54.931253,2019-11-01 10:03:16.771578,34.375000000000234,33.59375000000018
146,707263,585,M5,215.65,215.75,212.45,213.9,1102214,,,,,,,{},{},2019-10-30 15:10:00.000000,2019-11-01 16:56:54.935339,2019-11-01 10:03:16.771636,21.01449275362342,29.140247584541243
147,707264,585,M5,213.85,215.5,212.8,214.0,1145645,,,,,,,{},{},2019-10-30 15:15:00.000000,2019-11-01 16:56:54.940097,2019-11-01 10:03:16.771760,22.463768115942177,25.95108695652192
148,707265,585,M5,214.0,215.0,213.5,214.1,554387,,,,,,,{},{},2019-10-30 15:20:00.000000,2019-11-01 16:56:54.944516,2019-11-01 10:03:16.771834,23.91304347826093,22.463768115942155
149,707266,585,M5,214.0,214.1,212.85,213.75,498739,,,,,,,{},{},2019-10-30 15:25:00.000000,2019-11-01 16:56:54.948687,2019-11-01 10:03:16.771894,18.840579710145075,21.73913043478271
